Latitude,Longitude,Datetime,Load
51.13,71.46000000000001,2020-12-11 23:45:00,3
51.120000000000005,71.43,2020-12-11 23:45:00,3
51.120000000000005,71.46000000000001,2020-12-11 23:45:00,3
51.120000000000005,71.4,2020-12-10 14:45:00,6
51.15,71.41,2020-12-10 14:45:00,28
51.14,71.42,2020-12-10 14:45:00,3
51.120000000000005,71.48,2020-12-10 14:45:00,4
51.13,71.41,2020-12-10 14:45:00,3
51.11,71.41,2020-12-10 14:45:00,4
51.15,71.44,2020-12-10 14:45:00,3
51.17,71.41,2020-12-10 14:45:00,7
51.15,71.44,2020-12-13 17:00:00,4
51.19,71.41,2020-12-13 17:15:00,3
51.13,71.46000000000001,2020-12-13 17:15:00,6
51.17,71.45,2020-12-09 07:15:00,3
51.15,71.36,2020-12-09 07:30:00,4
51.15,71.35000000000001,2020-12-09 07:30:00,3
51.18,71.46000000000001,2020-12-09 07:30:00,9
51.15,71.4,2020-12-07 14:30:00,3
51.18,71.47,2020-12-07 14:30:00,3
51.120000000000005,71.4,2020-12-07 14:30:00,4
51.15,71.37,2020-12-07 14:30:00,6
51.18,71.48,2020-12-07 14:30:00,3
51.1,71.41,2020-12-11 23:45:00,3
51.17,71.41,2020-12-11 23:45:00,3
51.17,71.43,2020-12-09 07:30:00,3
51.18,71.48,2020-12-09 07:30:00,8
51.17,71.42,2020-12-09 07:30:00,5
51.120000000000005,71.4,2020-12-13 17:15:00,3
51.11,71.43,2020-12-13 17:15:00,4
51.13,71.41,2020-12-13 17:15:00,4
51.14,71.45,2020-12-13 17:15:00,3
51.160000000000004,71.42,2020-12-13 17:15:00,3
51.15,71.42,2020-12-13 17:15:00,3
51.15,71.41,2020-12-13 17:15:00,3
51.18,71.42,2020-12-07 14:30:00,8
51.18,71.37,2020-12-07 14:30:00,3
51.13,71.41,2020-12-12 00:00:00,4
51.14,71.45,2020-12-10 14:45:00,3
51.160000000000004,71.46000000000001,2020-12-09 07:30:00,3
51.15,71.48,2020-12-09 07:30:00,6
51.18,71.42,2020-12-09 07:30:00,6
51.160000000000004,71.48,2020-12-09 07:30:00,3
51.17,71.39,2020-12-13 17:15:00,6
51.1,71.43,2020-12-13 17:15:00,6
51.11,71.4,2020-12-12 00:00:00,6
51.09,71.4,2020-12-10 14:45:00,3
51.120000000000005,71.44,2020-12-10 14:45:00,5
51.09,71.39,2020-12-10 14:45:00,3
51.15,71.4,2020-12-10 14:45:00,3
51.11,71.4,2020-12-10 14:45:00,16
51.18,71.43,2020-12-10 14:45:00,3
51.1,71.43,2020-12-07 14:30:00,3
51.13,71.41,2020-12-07 14:30:00,8
51.13,71.41,2020-12-07 14:45:00,3
51.19,71.41,2020-12-07 14:45:00,3
51.06,71.39,2020-12-09 07:30:00,4
51.19,71.41,2020-12-09 07:30:00,6
51.11,71.42,2020-12-09 07:30:00,4
51.120000000000005,71.44,2020-12-09 07:30:00,10
51.13,71.46000000000001,2020-12-09 07:30:00,7
51.17,71.45,2020-12-09 07:30:00,13
51.18,71.41,2020-12-09 07:30:00,3
51.17,71.44,2020-12-12 00:15:00,6
51.160000000000004,71.41,2020-12-12 00:15:00,3
51.15,71.41,2020-12-12 00:15:00,3
51.1,71.43,2020-12-10 14:45:00,6
51.15,71.48,2020-12-10 14:45:00,3
51.160000000000004,71.41,2020-12-10 14:45:00,9
51.17,71.41,2020-12-07 14:45:00,6
51.120000000000005,71.48,2020-12-07 14:45:00,7
51.14,71.45,2020-12-07 14:45:00,3
51.17,71.48,2020-12-09 07:30:00,4
51.17,71.42,2020-12-13 17:15:00,6
51.120000000000005,71.46000000000001,2020-12-13 17:15:00,3
51.15,71.49,2020-12-10 14:45:00,6
51.14,71.43,2020-12-10 14:45:00,3
51.18,71.48,2020-12-10 14:45:00,3
51.160000000000004,71.43,2020-12-07 14:45:00,9
51.14,71.48,2020-12-07 14:45:00,1
51.120000000000005,71.46000000000001,2020-12-09 07:45:00,3
51.17,71.41,2020-12-09 07:45:00,8
51.11,71.4,2020-12-09 07:45:00,4
51.14,71.47,2020-12-12 00:30:00,3
51.120000000000005,71.43,2020-12-12 00:30:00,3
51.14,71.47,2020-12-07 14:45:00,5
51.15,71.48,2020-12-07 14:45:00,5
51.19,71.45,2020-12-13 17:30:00,3
51.14,71.47,2020-12-10 14:45:00,4
51.160000000000004,71.42,2020-12-10 14:45:00,3
51.120000000000005,71.28,2020-12-10 15:00:00,5
51.160000000000004,71.47,2020-12-10 15:00:00,3
51.1,71.42,2020-12-12 00:45:00,3
51.160000000000004,71.42,2020-12-12 00:45:00,3
51.160000000000004,71.49,2020-12-07 14:45:00,4
51.15,71.46000000000001,2020-12-07 14:45:00,3
51.160000000000004,71.47,2020-12-07 14:45:00,8
51.15,71.49,2020-12-09 07:45:00,3
51.15,71.43,2020-12-09 07:45:00,4
51.17,71.38,2020-12-13 17:30:00,7
51.11,71.43,2020-12-13 17:30:00,8
51.17,71.39,2020-12-13 17:30:00,3
51.13,71.5,2020-12-13 17:30:00,3
51.160000000000004,71.49,2020-12-10 15:00:00,3
51.17,71.42,2020-12-10 15:00:00,3
51.15,71.5,2020-12-10 15:00:00,9
51.18,71.48,2020-12-12 00:45:00,4
51.11,71.43,2020-12-12 00:45:00,4
51.14,71.41,2020-12-12 00:45:00,3
51.14,71.41,2020-12-09 07:45:00,4
51.11,71.43,2020-12-09 07:45:00,4
51.18,71.41,2020-12-07 14:45:00,6
51.15,71.42,2020-12-07 14:45:00,5
51.17,71.42,2020-12-07 14:45:00,7
51.14,71.46000000000001,2020-12-07 14:45:00,3
51.160000000000004,71.42,2020-12-07 14:45:00,3
51.18,71.43,2020-12-07 14:45:00,3
51.14,71.41,2020-12-13 17:30:00,9
51.15,71.44,2020-12-13 17:30:00,6
51.1,71.43,2020-12-10 15:00:00,3
51.120000000000005,71.4,2020-12-10 15:00:00,4
51.17,71.41,2020-12-10 15:00:00,6
51.15,71.47,2020-12-10 15:00:00,4
51.06,71.39,2020-12-10 15:00:00,3
51.19,71.42,2020-12-07 14:45:00,3
51.13,71.46000000000001,2020-12-07 14:45:00,8
51.15,71.41,2020-12-09 07:45:00,3
51.18,71.42,2020-12-09 07:45:00,3
51.19,71.4,2020-12-09 08:00:00,3
51.14,71.41,2020-12-09 08:00:00,8
51.160000000000004,71.49,2020-12-09 08:00:00,4
51.15,71.41,2020-12-09 08:00:00,17
51.15,71.41,2020-12-13 17:30:00,11
51.160000000000004,71.41,2020-12-13 17:30:00,6
51.120000000000005,71.43,2020-12-12 01:00:00,6
51.15,71.34,2020-12-10 15:00:00,4
51.15,71.42,2020-12-10 15:00:00,3
51.17,71.44,2020-12-10 15:00:00,3
51.160000000000004,71.43,2020-12-10 15:00:00,7
51.14,71.48,2020-12-10 15:00:00,4
51.11,71.43,2020-12-07 14:45:00,4
51.15,71.48,2020-12-07 15:00:00,3
51.15,71.37,2020-12-07 15:00:00,3
51.15,71.44,2020-12-07 15:00:00,4
51.18,71.48,2020-12-09 08:00:00,3
51.160000000000004,71.41,2020-12-09 08:00:00,9
51.120000000000005,71.52,2020-12-09 08:00:00,3
51.13,71.46000000000001,2020-12-13 17:30:00,9
51.17,71.41,2020-12-13 17:30:00,6
51.15,71.36,2020-12-10 15:00:00,4
51.160000000000004,71.45,2020-12-10 15:00:00,6
51.14,71.47,2020-12-10 15:00:00,6
51.13,71.46000000000001,2020-12-10 15:00:00,9
51.15,71.37,2020-12-10 15:00:00,5
51.17,71.42,2020-12-09 08:00:00,7
51.120000000000005,71.4,2020-12-09 08:00:00,3
51.17,71.41,2020-12-09 08:00:00,4
51.18,71.48,2020-12-07 15:00:00,15
51.160000000000004,71.44,2020-12-07 15:00:00,3
51.17,71.42,2020-12-07 15:00:00,18
51.06,71.39,2020-12-13 17:30:00,3
51.14,71.41,2020-12-13 17:45:00,3
51.18,71.48,2020-12-13 17:45:00,9
51.11,71.43,2020-12-12 01:30:00,4
51.15,71.4,2020-12-13 17:45:00,6
51.18,71.48,2020-12-10 15:00:00,4
51.15,71.49,2020-12-07 15:00:00,1
51.15,71.41,2020-12-12 01:30:00,3
51.14,71.43,2020-12-12 01:30:00,4
51.14,71.42,2020-12-12 01:45:00,6
51.1,71.43,2020-12-12 01:45:00,3
51.06,71.42,2020-12-12 01:45:00,3
51.15,71.43,2020-12-10 15:00:00,3
51.13,71.43,2020-12-10 15:00:00,3
51.160000000000004,71.42,2020-12-10 15:00:00,6
51.11,71.43,2020-12-10 15:00:00,6
51.17,71.45,2020-12-07 15:00:00,4
51.19,71.35000000000001,2020-12-07 15:00:00,4
51.160000000000004,71.43,2020-12-07 15:00:00,6
51.17,71.41,2020-12-07 15:00:00,3
51.11,71.43,2020-12-13 17:45:00,14
51.15,71.48,2020-12-13 17:45:00,4
51.1,71.43,2020-12-13 17:45:00,7
51.120000000000005,71.52,2020-12-13 17:45:00,3
51.18,71.46000000000001,2020-12-09 08:00:00,3
51.120000000000005,71.4,2020-12-12 02:00:00,3
51.11,71.4,2020-12-12 02:00:00,6
51.17,71.38,2020-12-10 15:00:00,3
51.17,71.37,2020-12-10 15:00:00,3
51.14,71.43,2020-12-07 15:00:00,3
51.11,71.43,2020-12-07 15:00:00,4
51.13,71.44,2020-12-07 15:00:00,3
51.14,71.42,2020-12-07 15:00:00,3
51.160000000000004,71.47,2020-12-07 15:00:00,3
51.1,71.43,2020-12-07 15:00:00,3
51.120000000000005,71.4,2020-12-13 17:45:00,3
51.120000000000005,71.43,2020-12-13 17:45:00,3
51.17,71.45,2020-12-13 17:45:00,3
51.06,71.39,2020-12-09 08:15:00,3
51.13,71.46000000000001,2020-12-10 15:15:00,7
51.14,71.47,2020-12-10 15:15:00,10
51.120000000000005,71.43,2020-12-10 15:15:00,3
51.17,71.45,2020-12-10 15:15:00,4
51.11,71.4,2020-12-13 17:45:00,3
51.13,71.46000000000001,2020-12-13 17:45:00,8
51.17,71.47,2020-12-07 15:00:00,3
51.160000000000004,71.5,2020-12-07 15:00:00,3
51.19,71.41,2020-12-07 15:00:00,3
51.06,71.39,2020-12-12 02:15:00,3
51.17,71.42,2020-12-12 02:15:00,6
51.160000000000004,71.45,2020-12-13 18:00:00,3
51.11,71.43,2020-12-13 18:00:00,4
51.14,71.52,2020-12-10 15:15:00,8
51.17,71.38,2020-12-10 15:15:00,7
51.17,71.41,2020-12-10 15:15:00,13
51.1,71.43,2020-12-10 15:15:00,6
51.14,71.42,2020-12-10 15:15:00,3
51.18,71.47,2020-12-09 08:15:00,3
51.1,71.43,2020-12-09 08:15:00,3
51.18,71.48,2020-12-09 08:15:00,6
51.15,71.37,2020-12-09 08:15:00,6
51.18,71.46000000000001,2020-12-09 08:15:00,5
51.14,71.43,2020-12-09 08:15:00,1
51.160000000000004,71.45,2020-12-09 08:15:00,3
51.17,71.44,2020-12-12 02:45:00,3
51.15,71.5,2020-12-13 18:00:00,7
51.120000000000005,71.43,2020-12-13 18:00:00,3
51.160000000000004,71.42,2020-12-13 18:00:00,3
51.18,71.48,2020-12-13 18:00:00,8
51.17,71.45,2020-12-13 18:00:00,6
51.14,71.48,2020-12-09 08:15:00,3
51.14,71.47,2020-12-09 08:15:00,9
51.120000000000005,71.46000000000001,2020-12-09 08:15:00,11
51.15,71.5,2020-12-09 08:15:00,4
51.18,71.48,2020-12-07 15:15:00,29
51.13,71.49,2020-12-07 15:15:00,3
51.11,71.43,2020-12-07 15:15:00,3
51.17,71.39,2020-12-10 15:15:00,6
51.18,71.42,2020-12-10 15:15:00,3
51.13,71.52,2020-12-10 15:15:00,3
51.18,71.48,2020-12-10 15:15:00,7
51.160000000000004,71.44,2020-12-12 03:00:00,4
51.15,71.36,2020-12-12 03:00:00,3
51.13,71.46000000000001,2020-12-13 18:00:00,4
51.11,71.48,2020-12-07 15:15:00,3
51.160000000000004,71.43,2020-12-07 15:15:00,7
51.15,71.42,2020-12-07 15:15:00,3
51.160000000000004,71.43,2020-12-09 08:15:00,3
51.19,71.45,2020-12-10 15:15:00,4
51.160000000000004,71.46000000000001,2020-12-10 15:15:00,3
51.160000000000004,71.45,2020-12-10 15:15:00,3
51.11,71.41,2020-12-10 15:15:00,4
51.160000000000004,71.47,2020-12-10 15:15:00,4
51.13,71.46000000000001,2020-12-12 03:00:00,8
51.18,71.46000000000001,2020-12-12 03:30:00,3
51.06,71.39,2020-12-13 18:00:00,6
51.120000000000005,71.46000000000001,2020-12-13 18:00:00,12
51.19,71.4,2020-12-09 08:15:00,4
51.19,71.41,2020-12-09 08:15:00,3
51.160000000000004,71.44,2020-12-09 08:15:00,3
51.13,71.48,2020-12-10 15:15:00,3
51.18,71.41,2020-12-10 15:15:00,3
51.160000000000004,71.41,2020-12-10 15:15:00,6
51.11,71.4,2020-12-07 15:15:00,4
51.14,71.47,2020-12-07 15:15:00,7
51.15,71.41,2020-12-07 15:15:00,4
51.13,71.46000000000001,2020-12-07 15:15:00,8
51.14,71.41,2020-12-13 18:00:00,3
51.15,71.48,2020-12-13 18:00:00,4
51.14,71.47,2020-12-13 18:00:00,3
51.18,71.48,2020-12-12 03:30:00,3
51.17,71.4,2020-12-10 15:15:00,4
51.14,71.46000000000001,2020-12-10 15:15:00,6
51.160000000000004,71.46000000000001,2020-12-09 08:15:00,4
51.17,71.48,2020-12-07 15:15:00,3
51.14,71.48,2020-12-07 15:15:00,6
51.17,71.45,2020-12-12 03:45:00,3
51.14,71.47,2020-12-12 04:00:00,4
51.13,71.46000000000001,2020-12-13 18:15:00,4
51.17,71.42,2020-12-09 08:30:00,4
51.13,71.46000000000001,2020-12-09 08:30:00,11
51.15,71.41,2020-12-09 08:30:00,6
51.17,71.39,2020-12-10 15:30:00,11
51.14,71.47,2020-12-10 15:30:00,9
51.17,71.38,2020-12-10 15:30:00,16
51.13,71.41,2020-12-07 15:15:00,4
51.160000000000004,71.47,2020-12-07 15:30:00,3
51.160000000000004,71.43,2020-12-13 18:15:00,6
51.07,71.4,2020-12-09 08:30:00,4
51.11,71.4,2020-12-09 08:30:00,11
51.15,71.44,2020-12-09 08:30:00,4
51.160000000000004,71.47,2020-12-09 08:30:00,3
51.06,71.39,2020-12-09 08:30:00,3
51.120000000000005,71.4,2020-12-12 04:30:00,3
51.21,71.38,2020-12-12 04:30:00,3
51.15,71.5,2020-12-12 04:45:00,3
51.14,71.52,2020-12-10 15:30:00,9
51.14,71.41,2020-12-10 15:30:00,14
51.15,71.42,2020-12-10 15:30:00,10
51.15,71.4,2020-12-10 15:30:00,3
51.14,71.49,2020-12-07 15:30:00,4
51.160000000000004,71.45,2020-12-13 18:15:00,6
51.15,71.44,2020-12-13 18:15:00,15
51.17,71.39,2020-12-13 18:15:00,3
51.18,71.48,2020-12-12 04:45:00,3
51.18,71.48,2020-12-12 05:00:00,4
51.120000000000005,71.46000000000001,2020-12-09 08:30:00,6
51.14,71.52,2020-12-07 15:30:00,9
51.18,71.43,2020-12-07 15:30:00,3
51.14,71.47,2020-12-07 15:30:00,5
51.18,71.48,2020-12-13 18:15:00,3
51.17,71.41,2020-12-13 18:15:00,3
51.17,71.42,2020-12-10 15:30:00,14
51.160000000000004,71.43,2020-12-10 15:30:00,9
51.17,71.41,2020-12-10 15:30:00,10
51.15,71.41,2020-12-10 15:30:00,11
51.18,71.48,2020-12-09 08:30:00,6
51.120000000000005,71.4,2020-12-09 08:30:00,3
51.09,71.4,2020-12-12 05:15:00,3
51.18,71.47,2020-12-12 05:30:00,3
51.18,71.48,2020-12-12 05:30:00,4
51.14,71.43,2020-12-12 05:45:00,4
51.14,71.42,2020-12-12 05:45:00,6
51.120000000000005,71.52,2020-12-12 05:45:00,3
51.14,71.41,2020-12-12 05:45:00,4
51.18,71.41,2020-12-07 15:30:00,3
51.14,71.48,2020-12-07 15:30:00,3
51.160000000000004,71.45,2020-12-09 08:30:00,3
51.11,71.43,2020-12-09 08:30:00,3
51.15,71.42,2020-12-09 08:30:00,3
51.17,71.4,2020-12-13 18:15:00,3
51.15,71.41,2020-12-13 18:15:00,5
51.120000000000005,71.41,2020-12-13 18:15:00,3
51.13,71.41,2020-12-13 18:15:00,3
51.15,71.49,2020-12-13 18:15:00,3
51.15,71.43,2020-12-10 15:30:00,8
51.18,71.42,2020-12-10 15:30:00,6
51.13,71.41,2020-12-10 15:30:00,6
51.18,71.48,2020-12-12 05:45:00,8
51.160000000000004,71.41,2020-12-12 06:00:00,3
51.15,71.41,2020-12-12 06:00:00,3
51.15,71.42,2020-12-13 18:15:00,3
51.160000000000004,71.45,2020-12-13 18:30:00,6
51.18,71.44,2020-12-09 08:30:00,3
51.11,71.41,2020-12-09 08:30:00,4
51.18,71.41,2020-12-09 08:30:00,3
51.11,71.4,2020-12-09 08:45:00,4
51.120000000000005,71.48,2020-12-10 15:30:00,3
51.19,71.41,2020-12-10 15:30:00,3
51.15,71.44,2020-12-10 15:30:00,3
51.06,71.39,2020-12-10 15:30:00,6
51.13,71.41,2020-12-12 06:15:00,3
51.17,71.41,2020-12-12 06:15:00,4
51.06,71.39,2020-12-12 06:30:00,9
51.120000000000005,71.42,2020-12-09 08:45:00,9
51.14,71.42,2020-12-09 08:45:00,4
51.14,71.41,2020-12-13 18:30:00,6
51.15,71.46000000000001,2020-12-13 18:30:00,4
51.120000000000005,71.43,2020-12-13 18:30:00,3
51.17,71.45,2020-12-13 18:30:00,4
51.17,71.4,2020-12-13 18:30:00,13
51.15,71.5,2020-12-13 18:30:00,10
51.13,71.38,2020-12-07 15:30:00,3
51.18,71.48,2020-12-10 15:30:00,5
51.19,71.33,2020-12-10 15:30:00,3
51.160000000000004,71.42,2020-12-12 06:30:00,3
51.160000000000004,71.43,2020-12-07 15:30:00,3
51.06,71.39,2020-12-13 18:30:00,3
51.120000000000005,71.4,2020-12-13 18:30:00,3
51.120000000000005,71.44,2020-12-13 18:30:00,6
51.17,71.41,2020-12-13 18:30:00,7
51.160000000000004,71.48,2020-12-13 18:30:00,3
51.160000000000004,71.47,2020-12-13 18:30:00,4
51.17,71.48,2020-12-09 08:45:00,3
51.160000000000004,71.5,2020-12-09 08:45:00,3
51.15,71.44,2020-12-09 08:45:00,3
51.13,71.43,2020-12-10 15:30:00,4
51.17,71.44,2020-12-10 15:30:00,3
51.120000000000005,71.4,2020-12-10 15:30:00,3
51.1,71.43,2020-12-10 15:30:00,3
51.160000000000004,71.42,2020-12-12 06:45:00,3
51.14,71.48,2020-12-12 06:45:00,3
51.15,71.47,2020-12-07 15:30:00,3
51.120000000000005,71.43,2020-12-07 15:45:00,4
51.17,71.43,2020-12-07 15:45:00,6
51.13,71.48,2020-12-07 15:45:00,6
51.15,71.47,2020-12-07 15:45:00,3
51.160000000000004,71.42,2020-12-07 15:45:00,5
51.18,71.48,2020-12-13 18:30:00,4
51.160000000000004,71.43,2020-12-13 18:30:00,3
51.11,71.4,2020-12-10 15:30:00,9
51.09,71.4,2020-12-10 15:30:00,4
51.15,71.46000000000001,2020-12-10 15:30:00,3
51.17,71.43,2020-12-10 15:30:00,5
51.14,71.41,2020-12-10 15:45:00,6
51.18,71.48,2020-12-10 15:45:00,14
51.14,71.45,2020-12-10 15:45:00,3
51.13,71.42,2020-12-09 08:45:00,4
51.15,71.5,2020-12-07 15:45:00,3
51.120000000000005,71.46000000000001,2020-12-07 15:45:00,4
51.14,71.51,2020-12-07 15:45:00,3
51.160000000000004,71.47,2020-12-07 15:45:00,6
51.14,71.37,2020-12-12 07:00:00,4
51.1,71.43,2020-12-12 07:00:00,3
51.120000000000005,71.42,2020-12-12 07:00:00,3
51.11,71.43,2020-12-12 07:15:00,7
51.120000000000005,71.4,2020-12-09 08:45:00,3
51.19,71.42,2020-12-09 08:45:00,3
51.15,71.41,2020-12-09 08:45:00,3
51.17,71.41,2020-12-10 15:45:00,3
51.13,71.52,2020-12-10 15:45:00,2
51.14,71.52,2020-12-10 15:45:00,2
51.160000000000004,71.43,2020-12-10 15:45:00,3
51.09,71.39,2020-12-10 15:45:00,4
51.1,71.43,2020-12-07 15:45:00,7
51.120000000000005,71.42,2020-12-07 15:45:00,10
51.17,71.42,2020-12-07 15:45:00,7
51.120000000000005,71.4,2020-12-13 18:45:00,3
51.15,71.5,2020-12-13 18:45:00,6
51.160000000000004,71.45,2020-12-10 15:45:00,6
51.120000000000005,71.52,2020-12-09 08:45:00,4
51.160000000000004,71.42,2020-12-09 08:45:00,3
51.15,71.4,2020-12-09 08:45:00,3
51.17,71.41,2020-12-09 08:45:00,6
51.11,71.43,2020-12-09 08:45:00,8
51.14,71.42,2020-12-12 07:15:00,3
51.18,71.48,2020-12-12 07:15:00,3
51.17,71.48,2020-12-12 07:15:00,3
51.15,71.41,2020-12-12 07:15:00,3
51.13,71.43,2020-12-07 15:45:00,3
51.13,71.47,2020-12-10 15:45:00,4
51.160000000000004,71.43,2020-12-09 09:00:00,9
51.14,71.47,2020-12-12 07:30:00,6
51.17,71.38,2020-12-07 15:45:00,3
51.11,71.43,2020-12-07 15:45:00,11
51.17,71.44,2020-12-07 15:45:00,4
51.13,71.46000000000001,2020-12-13 18:45:00,10
51.17,71.45,2020-12-13 18:45:00,3
51.11,71.43,2020-12-13 18:45:00,5
51.17,71.42,2020-12-10 15:45:00,14
51.17,71.48,2020-12-07 15:45:00,4
51.17,71.45,2020-12-07 15:45:00,4
51.11,71.4,2020-12-07 15:45:00,3
51.14,71.47,2020-12-13 18:45:00,3
51.17,71.38,2020-12-13 18:45:00,3
51.14,71.52,2020-12-13 18:45:00,3
51.06,71.39,2020-12-12 07:30:00,3
51.19,71.41,2020-12-12 07:30:00,6
51.120000000000005,71.46000000000001,2020-12-10 15:45:00,15
51.160000000000004,71.42,2020-12-10 15:45:00,4
51.14,71.47,2020-12-10 15:45:00,1
51.15,71.46000000000001,2020-12-10 15:45:00,3
51.14,71.48,2020-12-10 15:45:00,2
51.160000000000004,71.47,2020-12-09 09:00:00,3
51.15,71.41,2020-12-09 09:00:00,4
51.120000000000005,71.44,2020-12-09 09:00:00,4
51.160000000000004,71.46000000000001,2020-12-09 09:00:00,4
51.17,71.43,2020-12-09 09:00:00,6
51.160000000000004,71.42,2020-12-09 09:00:00,3
51.14,71.47,2020-12-07 16:00:00,11
51.18,71.48,2020-12-07 16:00:00,6
51.19,71.45,2020-12-07 16:00:00,9
51.17,71.48,2020-12-07 16:00:00,4
51.15,71.43,2020-12-12 07:45:00,4
51.18,71.48,2020-12-12 07:45:00,10
51.15,71.36,2020-12-12 07:45:00,4
51.18,71.39,2020-12-13 18:45:00,4
51.14,71.48,2020-12-13 18:45:00,3
51.14,71.47,2020-12-13 19:00:00,3
51.15,71.36,2020-12-09 09:00:00,3
51.15,71.46000000000001,2020-12-09 09:00:00,3
51.15,71.35000000000001,2020-12-09 09:00:00,3
51.11,71.43,2020-12-09 09:00:00,4
51.120000000000005,71.46000000000001,2020-12-07 16:00:00,14
51.17,71.47,2020-12-07 16:00:00,3
51.17,71.42,2020-12-07 16:00:00,6
51.14,71.41,2020-12-07 16:00:00,3
51.160000000000004,71.47,2020-12-07 16:00:00,9
51.18,71.41,2020-12-07 16:00:00,4
51.13,71.5,2020-12-07 16:00:00,6
51.17,71.48,2020-12-10 15:45:00,3
51.120000000000005,71.47,2020-12-10 15:45:00,3
51.17,71.38,2020-12-13 19:00:00,3
51.1,71.43,2020-12-13 19:00:00,3
51.14,71.48,2020-12-13 19:00:00,3
51.13,71.46000000000001,2020-12-09 09:00:00,3
51.120000000000005,71.41,2020-12-09 09:00:00,6
51.19,71.4,2020-12-09 09:00:00,6
51.18,71.42,2020-12-09 09:00:00,3
51.17,71.42,2020-12-09 09:00:00,6
51.15,71.37,2020-12-12 07:45:00,3
51.120000000000005,71.4,2020-12-12 07:45:00,3
51.15,71.42,2020-12-10 15:45:00,6
51.11,71.43,2020-12-10 15:45:00,7
51.11,71.43,2020-12-10 16:00:00,8
51.13,71.46000000000001,2020-12-13 19:00:00,10
51.160000000000004,71.49,2020-12-13 19:00:00,3
51.14,71.39,2020-12-13 19:00:00,3
51.15,71.47,2020-12-07 16:00:00,3
51.160000000000004,71.48,2020-12-07 16:00:00,4
51.120000000000005,71.43,2020-12-07 16:00:00,6
51.160000000000004,71.49,2020-12-07 16:00:00,7
51.15,71.5,2020-12-09 09:00:00,7
51.18,71.43,2020-12-09 09:00:00,3
51.14,71.47,2020-12-09 09:00:00,2
51.14,71.42,2020-12-09 09:00:00,4
51.14,71.48,2020-12-09 09:00:00,2
51.18,71.47,2020-12-09 09:15:00,3
51.15,71.5,2020-12-09 09:15:00,3
51.19,71.41,2020-12-09 09:15:00,6
51.17,71.41,2020-12-09 09:15:00,3
51.14,71.47,2020-12-12 08:00:00,3
51.160000000000004,71.47,2020-12-10 16:00:00,13
51.18,71.48,2020-12-10 16:00:00,16
51.14,71.44,2020-12-10 16:00:00,3
51.14,71.46000000000001,2020-12-10 16:00:00,3
51.14,71.52,2020-12-10 16:00:00,4
51.15,71.5,2020-12-13 19:00:00,10
51.160000000000004,71.45,2020-12-13 19:00:00,3
51.14,71.49,2020-12-07 16:00:00,4
51.1,71.43,2020-12-07 16:00:00,6
51.15,71.49,2020-12-07 16:00:00,4
51.15,71.48,2020-12-07 16:00:00,4
51.160000000000004,71.41,2020-12-09 09:15:00,5
51.13,71.44,2020-12-09 09:15:00,3
51.15,71.4,2020-12-09 09:15:00,3
51.160000000000004,71.46000000000001,2020-12-09 09:15:00,4
51.14,71.41,2020-12-12 08:00:00,3
51.17,71.48,2020-12-10 16:00:00,3
51.13,71.41,2020-12-10 16:00:00,3
51.17,71.38,2020-12-10 16:00:00,7
51.160000000000004,71.43,2020-12-10 16:00:00,10
51.17,71.43,2020-12-13 19:00:00,3
51.17,71.39,2020-12-13 19:00:00,3
51.17,71.45,2020-12-07 16:00:00,3
51.160000000000004,71.41,2020-12-07 16:00:00,4
51.15,71.42,2020-12-07 16:00:00,4
51.18,71.42,2020-12-07 16:00:00,4
51.120000000000005,71.44,2020-12-07 16:00:00,5
51.13,71.42,2020-12-07 16:00:00,3
51.13,71.47,2020-12-07 16:00:00,3
51.11,71.43,2020-12-07 16:00:00,7
51.13,71.46000000000001,2020-12-07 16:00:00,4
51.1,71.43,2020-12-10 16:00:00,3
51.06,71.39,2020-12-10 16:00:00,3
51.14,71.41,2020-12-10 16:00:00,3
51.15,71.42,2020-12-09 09:15:00,6
51.160000000000004,71.48,2020-12-12 08:00:00,4
51.17,71.42,2020-12-13 19:00:00,3
51.17,71.42,2020-12-13 19:15:00,3
51.160000000000004,71.43,2020-12-13 19:15:00,4
51.17,71.42,2020-12-10 16:00:00,9
51.15,71.41,2020-12-10 16:00:00,7
51.13,71.46000000000001,2020-12-10 16:00:00,4
51.14,71.43,2020-12-10 16:00:00,3
51.120000000000005,71.48,2020-12-10 16:00:00,3
51.19,71.41,2020-12-10 16:00:00,3
51.15,71.41,2020-12-13 19:15:00,4
51.17,71.4,2020-12-13 19:15:00,3
51.14,71.42,2020-12-09 09:15:00,6
51.160000000000004,71.47,2020-12-09 09:15:00,3
51.160000000000004,71.43,2020-12-09 09:15:00,6
51.120000000000005,71.41,2020-12-09 09:15:00,4
51.160000000000004,71.44,2020-12-09 09:15:00,4
51.14,71.41,2020-12-09 09:15:00,4
51.18,71.37,2020-12-07 16:00:00,3
51.15,71.41,2020-12-07 16:00:00,4
51.160000000000004,71.43,2020-12-07 16:00:00,3
51.160000000000004,71.45,2020-12-07 16:00:00,3
51.160000000000004,71.47,2020-12-07 16:15:00,8
51.120000000000005,71.44,2020-12-07 16:15:00,3
51.120000000000005,71.47,2020-12-07 16:15:00,3
51.15,71.47,2020-12-07 16:15:00,4
51.1,71.43,2020-12-12 08:15:00,4
51.160000000000004,71.43,2020-12-12 08:15:00,4
51.15,71.36,2020-12-12 08:15:00,3
